series_id,season_number,episode_number,episode_part,episode_title,air_date,runtime_min,episode_rating_imdb,viewership_pct,writer,director
KDR-001174,1,16,,Ep 16: Promise,2020-07-22,41,7.7,11.6,Jung Min-jae,Choi Hyun-woo
KDR-000860,1,1,B,Ep 1: Promise,2019-11-13,68,9.2,7.9,Jung Seo-jun,Kang Yoon-seo
KDR-000860,1,2,,Ep 2: Crossroads,2019-11-21,71,9.0,13.5,Jung Seo-jun,Kang Yoon-seo
KDR-000860,1,3,A,Ep 3: Collision,2019-11-20,65,9.0,6.5,Jung Seo-jun,Kang Yoon-seo
KDR-000860,1,4,A,Ep 4: Echoes,2019-11-28,78,8.8,1.4,Jung Seo-jun,Kang Yoon-seo
KDR-000860,1,5,B,Ep 5: Echoes,2019-11-27,73,8.8,10.9,Jung Seo-jun,Kang Yoon-seo
KDR-000860,1,6,A,Ep 6: Promise,2019-12-05,78,9.4,6.2,Jung Seo-jun,Kang Yoon-seo
KDR-000860,1,7,B,Ep 7: First Snow,2019-12-04,70,8.4,17.3,Jung Seo-jun,Kang Yoon-seo
KDR-000860,1,8,,Ep 8: Promise,2019-12-12,65,8.8,4.0,Jung Seo-jun,Kang Yoon-seo
KDR-000860,1,9,B,Ep 9: Collision,2019-12-11,80,9.9,4.7,Jung Seo-jun,Kang Yoon-seo
KDR-000860,1,10,,Ep 10: Echoes,2019-12-19,75,8.3,12.1,Jung Seo-jun,Kang Yoon-seo
KDR-000860,1,11,,Ep 11: Afterglow,2019-12-18,68,9.3,12.7,Jung Seo-jun,Kang Yoon-seo
KDR-000860,1,12,,Ep 12: Crossroads,2019-12-26,66,8.6,6.9,Jung Seo-jun,Kang Yoon-seo
KDR-000860,1,13,B,Ep 13: First Snow,2019-12-25,74,8.6,6.1,Jung Seo-jun,Kang Yoon-seo
KDR-000860,1,14,A,Ep 14: Goodbye,2020-01-02,75,9.0,7.6,Jung Seo-jun,Kang Yoon-seo
KDR-000860,1,15,,Ep 15: Goodbye,2020-01-01,63,9.4,9.6,Jung Seo-jun,Kang Yoon-seo
KDR-000860,1,16,A,Ep 16: Goodbye,2020-01-09,67,9.2,3.8,Jung Seo-jun,Kang Yoon-seo
KDR-000482,1,1,A,Ep 1: Promise,2021-05-28,55,8.2,5.5,Choi Hyun-woo,Kang Ji-hoon
KDR-000482,1,2,,Ep 2: First Snow,2021-06-05,59,8.5,5.7,Choi Hyun-woo,Kang Ji-hoon
KDR-000482,1,3,A,Ep 3: Crossroads,2021-06-04,40,8.0,10.0,Choi Hyun-woo,Kang Ji-hoon
KDR-000482,1,4,,Ep 4: Goodbye,2021-06-12,57,7.5,10.7,Choi Hyun-woo,Kang Ji-hoon
KDR-000482,1,5,B,Ep 5: Echoes,2021-06-11,59,8.0,3.8,Choi Hyun-woo,Kang Ji-hoon
KDR-000482,1,6,B,Ep 6: Confession,2021-06-19,69,7.2,8.9,Choi Hyun-woo,Kang Ji-hoon
KDR-000482,1,7,,Ep 7: Afterglow,2021-06-18,59,7.8,3.5,Choi Hyun-woo,Kang Ji-hoon
KDR-000482,1,8,A,Ep 8: First Snow,2021-06-26,59,8.0,4.7,Choi Hyun-woo,Kang Ji-hoon
KDR-000482,1,9,,Ep 9: First Snow,2021-06-25,56,8.2,5.8,Choi Hyun-woo,Kang Ji-hoon
KDR-000482,1,10,A,Ep 10: Echoes,2021-07-03,52,8.4,8.9,Choi Hyun-woo,Kang Ji-hoon
KDR-000482,1,11,A,Ep 11: Collision,2021-07-02,49,8.6,4.7,Choi Hyun-woo,Kang Ji-hoon
KDR-000482,1,12,A,Ep 12: First Snow,2021-07-10,60,8.1,6.0,Choi Hyun-woo,Kang Ji-hoon
KDR-001074,1,1,B,Ep 1: Confession,2025-11-30,54,7.5,6.4,Park Ji-hoon,Park Ji-hoon
KDR-001074,1,2,B,Ep 2: Crossroads,2025-12-08,52,7.5,4.8,Park Ji-hoon,Park Ji-hoon
KDR-001074,1,3,,Ep 3: Crossroads,2025-12-07,51,7.5,8.0,Park Ji-hoon,Park Ji-hoon
KDR-001074,1,4,,Ep 4: Promise,2025-12-15,49,7.1,6.7,Park Ji-hoon,Park Ji-hoon
KDR-001074,1,5,,Ep 5: Afterglow,2025-12-14,45,8.2,6.6,Park Ji-hoon,Park Ji-hoon
KDR-001074,1,6,B,Ep 6: Confession,2025-12-22,58,7.9,11.6,Park Ji-hoon,Park Ji-hoon
KDR-001074,1,7,,Ep 7: First Snow,2025-12-21,46,7.8,0.8,Park Ji-hoon,Park Ji-hoon
KDR-001074,1,8,A,Ep 8: Crossroads,2025-12-29,56,7.6,15.4,Park Ji-hoon,Park Ji-hoon
KDR-001074,1,9,A,Ep 9: Goodbye,2025-12-28,55,6.7,9.0,Park Ji-hoon,Park Ji-hoon
KDR-001074,1,10,B,Ep 10: Confession,2026-01-05,57,7.2,2.6,Park Ji-hoon,Park Ji-hoon
KDR-000507,1,1,A,Ep 1: Collision,2018-02-13,50,7.5,10.4,Jung Min-jae,Park Seo-yeon
KDR-000507,1,2,,Ep 2: Promise,2018-02-21,63,7.6,7.9,Jung Min-jae,Park Seo-yeon
KDR-000507,1,3,,Ep 3: Confession,2018-02-20,68,7.6,7.4,Jung Min-jae,Park Seo-yeon
KDR-000507,1,4,,Ep 4: Echoes,2018-02-28,60,7.7,7.6,Jung Min-jae,Park Seo-yeon
KDR-000507,1,5,,Ep 5: Crossroads,2018-02-27,60,8.0,8.2,Jung Min-jae,Park Seo-yeon
KDR-000507,1,6,,Ep 6: Confession,2018-03-07,55,7.2,8.0,Jung Min-jae,Park Seo-yeon
KDR-000507,1,7,B,Ep 7: Goodbye,2018-03-06,48,7.2,10.1,Jung Min-jae,Park Seo-yeon
KDR-000507,1,8,,Ep 8: First Snow,2018-03-14,56,8.2,8.3,Jung Min-jae,Park Seo-yeon
KDR-000507,1,9,,Ep 9: Confession,2018-03-13,61,8.1,9.4,Jung Min-jae,Park Seo-yeon
KDR-000507,1,10,A,Ep 10: Afterglow,2018-03-21,54,7.7,9.5,Jung Min-jae,Park Seo-yeon
KDR-000507,1,11,,Ep 11: Crossroads,2018-03-20,56,7.0,11.7,Jung Min-jae,Park Seo-yeon
KDR-000507,1,12,,Ep 12: Collision,2018-03-28,53,7.5,6.8,Jung Min-jae,Park Seo-yeon
KDR-000679,1,1,,Ep 1: Promise,2018-06-17,70,7.0,14.0,Lee Hye-jin,Jung Seo-yeon
KDR-000679,1,2,,Ep 2: Collision,2018-06-25,76,7.2,10.4,Lee Hye-jin,Jung Seo-yeon
KDR-000679,1,3,,Ep 3: First Snow,2018-06-24,70,6.7,10.4,Lee Hye-jin,Jung Seo-yeon
KDR-000679,1,4,,Ep 4: Crossroads,2018-07-02,84,7.0,8.0,Lee Hye-jin,Jung Seo-yeon
KDR-000679,1,5,,Ep 5: Goodbye,2018-07-01,71,6.9,4.8,Lee Hye-jin,Jung Seo-yeon
KDR-000679,1,6,,Ep 6: Crossroads,2018-07-09,69,6.5,8.1,Lee Hye-jin,Jung Seo-yeon
KDR-000679,1,7,B,Ep 7: Promise,2018-07-08,81,7.3,13.5,Lee Hye-jin,Jung Seo-yeon
KDR-000679,1,8,,Ep 8: Promise,2018-07-16,76,7.6,8.1,Lee Hye-jin,Jung Seo-yeon
KDR-000679,1,9,,Ep 9: Collision,2018-07-15,66,7.2,8.1,Lee Hye-jin,Jung Seo-yeon
KDR-000679,1,10,B,Ep 10: Collision,2018-07-23,79,7.5,2.2,Lee Hye-jin,Jung Seo-yeon
KDR-000775,1,1,,Ep 1: Echoes,2022-09-07,69,7.2,13.6,Choi Hyun-woo,Jung Min-jae
KDR-000775,1,2,B,Ep 2: Promise,2022-09-15,77,9.1,5.6,Choi Hyun-woo,Jung Min-jae
KDR-000775,1,3,,Ep 3: Afterglow,2022-09-14,57,8.0,13.0,Choi Hyun-woo,Jung Min-jae
KDR-000775,1,4,,Ep 4: Crossroads,2022-09-22,60,8.2,4.3,Choi Hyun-woo,Jung Min-jae
KDR-000775,1,5,,Ep 5: Promise,2022-09-21,68,7.9,12.7,Choi Hyun-woo,Jung Min-jae
KDR-000775,1,6,A,Ep 6: Collision,2022-09-29,69,7.7,14.8,Choi Hyun-woo,Jung Min-jae
KDR-000775,1,7,,Ep 7: First Snow,2022-09-28,70,7.8,9.5,Choi Hyun-woo,Jung Min-jae
KDR-000775,1,8,,Ep 8: Collision,2022-10-06,67,7.8,4.8,Choi Hyun-woo,Jung Min-jae
KDR-000775,1,9,B,Ep 9: Goodbye,2022-10-05,80,8.1,2.6,Choi Hyun-woo,Jung Min-jae
KDR-000775,1,10,B,Ep 10: Goodbye,2022-10-13,59,8.3,20.6,Choi Hyun-woo,Jung Min-jae
KDR-000775,1,11,,Ep 11: Goodbye,2022-10-12,69,8.4,9.1,Choi Hyun-woo,Jung Min-jae
KDR-000775,1,12,B,Ep 12: Echoes,2022-10-20,70,7.0,8.5,Choi Hyun-woo,Jung Min-jae
KDR-002000,1,1,B,Ep 1: Afterglow,2021-07-19,75,8.6,14.4,Lee Seo-jun,Kang Ji-hoon
KDR-002000,1,2,A,Ep 2: Collision,2021-07-27,74,8.6,6.4,Lee Seo-jun,Kang Ji-hoon
KDR-002000,1,3,A,Ep 3: Echoes,2021-07-26,79,8.0,9.7,Lee Seo-jun,Kang Ji-hoon
KDR-002000,1,4,,Ep 4: Afterglow,2021-08-03,66,7.5,7.8,Lee Seo-jun,Kang Ji-hoon
KDR-002000,1,5,A,Ep 5: Collision,2021-08-02,74,8.2,12.4,Lee Seo-jun,Kang Ji-hoon
KDR-002000,1,6,,Ep 6: Promise,2021-08-10,71,8.1,8.5,Lee Seo-jun,Kang Ji-hoon
KDR-002000,1,7,,Ep 7: Echoes,2021-08-09,78,8.3,3.0,Lee Seo-jun,Kang Ji-hoon
KDR-002000,1,8,A,Ep 8: Promise,2021-08-17,70,7.9,7.8,Lee Seo-jun,Kang Ji-hoon
KDR-002000,1,9,A,Ep 9: Crossroads,2021-08-16,63,8.4,9.3,Lee Seo-jun,Kang Ji-hoon
KDR-002000,1,10,B,Ep 10: Collision,2021-08-24,72,7.9,4.9,Lee Seo-jun,Kang Ji-hoon
KDR-000744,1,1,A,Ep 1: Goodbye,2021-10-03,67,7.0,4.6,Jung Hyun-woo,Jung Min-jae
KDR-000744,1,2,B,Ep 2: Crossroads,2021-10-11,56,7.8,0.2,Jung Hyun-woo,Jung Min-jae
KDR-000744,1,3,,Ep 3: First Snow,2021-10-10,68,7.8,4.9,Jung Hyun-woo,Jung Min-jae
KDR-000744,1,4,,Ep 4: First Snow,2021-10-18,63,7.4,5.0,Jung Hyun-woo,Jung Min-jae
KDR-000744,1,5,,Ep 5: Crossroads,2021-10-17,51,7.8,3.1,Jung Hyun-woo,Jung Min-jae
KDR-000744,1,6,,Ep 6: Crossroads,2021-10-25,49,7.8,12.1,Jung Hyun-woo,Jung Min-jae
KDR-000744,1,7,B,Ep 7: Collision,2021-10-24,67,7.6,3.7,Jung Hyun-woo,Jung Min-jae
KDR-000744,1,8,,Ep 8: Crossroads,2021-11-01,59,7.9,9.9,Jung Hyun-woo,Jung Min-jae
KDR-000744,1,9,,Ep 9: Crossroads,2021-10-31,61,8.2,10.3,Jung Hyun-woo,Jung Min-jae
KDR-000744,1,10,,Ep 10: Collision,2021-11-08,59,7.9,8.9,Jung Hyun-woo,Jung Min-jae
KDR-000744,1,11,,Ep 11: Collision,2021-11-07,57,7.4,4.0,Jung Hyun-woo,Jung Min-jae
KDR-000744,1,12,,Ep 12: Promise,2021-11-15,67,7.8,10.0,Jung Hyun-woo,Jung Min-jae
KDR-001407,1,1,,Ep 1: Echoes,2015-10-06,76,7.0,7.2,Jung Ji-hoon,Lee Yoon-seo
KDR-001407,1,2,B,Ep 2: Echoes,2015-10-14,71,6.4,7.6,Jung Ji-hoon,Lee Yoon-seo
KDR-001407,1,3,,Ep 3: Crossroads,2015-10-13,61,6.6,3.3,Jung Ji-hoon,Lee Yoon-seo
KDR-001407,1,4,,Ep 4: Collision,2015-10-21,69,6.2,9.4,Jung Ji-hoon,Lee Yoon-seo
KDR-001407,1,5,B,Ep 5: Confession,2015-10-20,63,6.7,6.6,Jung Ji-hoon,Lee Yoon-seo
KDR-001407,1,6,A,Ep 6: Crossroads,2015-10-28,65,6.3,8.4,Jung Ji-hoon,Lee Yoon-seo
KDR-001407,1,7,A,Ep 7: Confession,2015-10-27,73,6.0,8.7,Jung Ji-hoon,Lee Yoon-seo
KDR-001407,1,8,,Ep 8: Echoes,2015-11-04,64,6.1,8.0,Jung Ji-hoon,Lee Yoon-seo
KDR-001407,1,9,,Ep 9: Collision,2015-11-03,67,6.3,6.6,Jung Ji-hoon,Lee Yoon-seo
KDR-001407,1,10,,Ep 10: Crossroads,2015-11-11,58,7.0,8.2,Jung Ji-hoon,Lee Yoon-seo
KDR-001840,1,1,,Ep 1: Echoes,2021-08-10,51,7.5,2.1,Kim Seo-yeon,Choi Ji-eun
KDR-001840,1,2,,Ep 2: Afterglow,2021-08-18,51,8.0,7.4,Kim Seo-yeon,Choi Ji-eun
KDR-001840,1,3,,Ep 3: Collision,2021-08-17,40,7.8,8.5,Kim Seo-yeon,Choi Ji-eun
KDR-001840,1,4,B,Ep 4: Confession,2021-08-25,50,8.3,13.6,Kim Seo-yeon,Choi Ji-eun
KDR-001840,1,5,A,Ep 5: Promise,2021-08-24,63,7.6,7.7,Kim Seo-yeon,Choi Ji-eun
KDR-001840,1,6,B,Ep 6: Afterglow,2021-09-01,52,7.8,9.7,Kim Seo-yeon,Choi Ji-eun
KDR-001840,1,7,A,Ep 7: Crossroads,2021-08-31,61,8.0,9.8,Kim Seo-yeon,Choi Ji-eun
KDR-001840,1,8,,Ep 8: Echoes,2021-09-08,50,7.2,2.0,Kim Seo-yeon,Choi Ji-eun
KDR-001840,1,9,,Ep 9: Collision,2021-09-07,63,7.0,7.9,Kim Seo-yeon,Choi Ji-eun
KDR-001840,1,10,B,Ep 10: Collision,2021-09-15,53,7.6,3.3,Kim Seo-yeon,Choi Ji-eun
KDR-001840,1,11,,Ep 11: First Snow,2021-09-14,48,7.7,7.7,Kim Seo-yeon,Choi Ji-eun
KDR-001840,1,12,B,Ep 12: First Snow,2021-09-22,54,7.5,7.1,Kim Seo-yeon,Choi Ji-eun
KDR-000312,1,1,B,Ep 1: Afterglow,2018-08-13,61,8.2,17.3,Jung Ji-hoon,Choi Yoon-seo
KDR-000312,1,2,A,Ep 2: Confession,2018-08-21,48,7.6,2.2,Jung Ji-hoon,Choi Yoon-seo
KDR-000312,1,3,,Ep 3: Goodbye,2018-08-20,50,8.0,10.6,Jung Ji-hoon,Choi Yoon-seo
KDR-000312,1,4,,Ep 4: Collision,2018-08-28,52,8.8,12.4,Jung Ji-hoon,Choi Yoon-seo
KDR-000312,1,5,,Ep 5: Confession,2018-08-27,56,8.1,6.0,Jung Ji-hoon,Choi Yoon-seo
KDR-000312,1,6,A,Ep 6: First Snow,2018-09-04,61,8.3,13.9,Jung Ji-hoon,Choi Yoon-seo
KDR-000312,1,7,A,Ep 7: Echoes,2018-09-03,59,8.3,7.4,Jung Ji-hoon,Choi Yoon-seo
KDR-000312,1,8,,Ep 8: Collision,2018-09-11,58,8.6,4.8,Jung Ji-hoon,Choi Yoon-seo
KDR-000312,1,9,,Ep 9: Confession,2018-09-10,73,8.7,7.9,Jung Ji-hoon,Choi Yoon-seo
KDR-000312,1,10,A,Ep 10: Confession,2018-09-18,69,8.1,2.6,Jung Ji-hoon,Choi Yoon-seo
KDR-000312,1,11,,Ep 11: Crossroads,2018-09-17,52,7.9,9.3,Jung Ji-hoon,Choi Yoon-seo
KDR-000312,1,12,B,Ep 12: Crossroads,2018-09-25,59,7.8,13.5,Jung Ji-hoon,Choi Yoon-seo
KDR-000312,1,13,B,Ep 13: Promise,2018-09-24,55,8.2,8.7,Jung Ji-hoon,Choi Yoon-seo
KDR-000312,1,14,B,Ep 14: Afterglow,2018-10-02,51,8.2,7.4,Jung Ji-hoon,Choi Yoon-seo
KDR-000312,1,15,,Ep 15: First Snow,2018-10-01,49,7.0,5.5,Jung Ji-hoon,Choi Yoon-seo
KDR-000312,1,16,,Ep 16: Crossroads,2018-10-09,66,8.6,7.9,Jung Ji-hoon,Choi Yoon-seo
KDR-000833,1,1,A,Ep 1: Echoes,2018-07-04,59,8.1,2.9,Jung Hye-jin,Choi Seo-yeon
KDR-000833,1,2,,Ep 2: Collision,2018-07-12,56,7.3,5.2,Jung Hye-jin,Choi Seo-yeon
KDR-000833,1,3,,Ep 3: Promise,2018-07-11,56,7.2,7.4,Jung Hye-jin,Choi Seo-yeon
KDR-000833,1,4,,Ep 4: First Snow,2018-07-19,57,7.5,8.3,Jung Hye-jin,Choi Seo-yeon
KDR-000833,1,5,,Ep 5: Echoes,2018-07-18,51,6.6,9.4,Jung Hye-jin,Choi Seo-yeon
KDR-000833,1,6,A,Ep 6: Crossroads,2018-07-26,57,7.2,5.9,Jung Hye-jin,Choi Seo-yeon
KDR-000833,1,7,,Ep 7: Echoes,2018-07-25,51,7.8,10.6,Jung Hye-jin,Choi Seo-yeon
KDR-000833,1,8,A,Ep 8: Confession,2018-08-02,56,6.7,5.1,Jung Hye-jin,Choi Seo-yeon
KDR-000833,1,9,B,Ep 9: Confession,2018-08-01,62,7.7,7.4,Jung Hye-jin,Choi Seo-yeon
KDR-000833,1,10,,Ep 10: Afterglow,2018-08-09,65,7.7,2.5,Jung Hye-jin,Choi Seo-yeon
KDR-000833,1,11,A,Ep 11: Promise,2018-08-08,54,7.7,5.8,Jung Hye-jin,Choi Seo-yeon
KDR-000833,1,12,,Ep 12: Echoes,2018-08-16,57,7.0,11.3,Jung Hye-jin,Choi Seo-yeon
KDR-000833,1,13,B,Ep 13: Afterglow,2018-08-15,49,7.6,7.1,Jung Hye-jin,Choi Seo-yeon
KDR-000833,1,14,B,Ep 14: Afterglow,2018-08-23,62,7.5,7.3,Jung Hye-jin,Choi Seo-yeon
KDR-000833,1,15,B,Ep 15: Promise,2018-08-22,53,7.8,13.7,Jung Hye-jin,Choi Seo-yeon
KDR-000833,1,16,B,Ep 16: First Snow,2018-08-30,61,7.2,11.9,Jung Hye-jin,Choi Seo-yeon
KDR-000406,1,1,,Ep 1: Promise,2021-09-01,67,7.6,4.9,Lee Hyun-woo,Kang Seo-yeon
KDR-000406,1,2,A,Ep 2: Collision,2021-09-09,80,7.6,9.1,Lee Hyun-woo,Kang Seo-yeon
KDR-000406,1,3,,Ep 3: Afterglow,2021-09-08,82,7.9,6.8,Lee Hyun-woo,Kang Seo-yeon
KDR-000406,1,4,,Ep 4: Collision,2021-09-16,77,7.5,12.0,Lee Hyun-woo,Kang Seo-yeon
KDR-000406,1,5,B,Ep 5: Collision,2021-09-15,65,7.5,7.0,Lee Hyun-woo,Kang Seo-yeon
KDR-000406,1,6,,Ep 6: Afterglow,2021-09-23,57,8.1,11.6,Lee Hyun-woo,Kang Seo-yeon
KDR-000406,1,7,,Ep 7: Crossroads,2021-09-22,79,8.0,13.3,Lee Hyun-woo,Kang Seo-yeon
KDR-000406,1,8,B,Ep 8: Goodbye,2021-09-30,74,7.2,8.5,Lee Hyun-woo,Kang Seo-yeon
KDR-000406,1,9,A,Ep 9: Afterglow,2021-09-29,75,7.7,0.5,Lee Hyun-woo,Kang Seo-yeon
KDR-000406,1,10,B,Ep 10: Collision,2021-10-07,80,6.4,8.6,Lee Hyun-woo,Kang Seo-yeon
KDR-000702,1,1,B,Ep 1: Crossroads,2024-03-07,62,6.7,5.6,Lee Ji-hoon,Lee Ji-eun
KDR-000702,1,2,A,Ep 2: Echoes,2024-03-15,64,6.4,9.6,Lee Ji-hoon,Lee Ji-eun
KDR-000702,1,3,,Ep 3: Echoes,2024-03-14,61,6.3,3.8,Lee Ji-hoon,Lee Ji-eun
KDR-000702,1,4,A,Ep 4: First Snow,2024-03-22,62,6.8,8.4,Lee Ji-hoon,Lee Ji-eun
KDR-000702,1,5,,Ep 5: Confession,2024-03-21,62,6.6,9.5,Lee Ji-hoon,Lee Ji-eun
KDR-000702,1,6,B,Ep 6: Crossroads,2024-03-29,44,6.6,14.7,Lee Ji-hoon,Lee Ji-eun
KDR-000702,1,7,,Ep 7: First Snow,2024-03-28,54,7.0,2.5,Lee Ji-hoon,Lee Ji-eun
KDR-000702,1,8,,Ep 8: Confession,2024-04-05,56,6.8,9.5,Lee Ji-hoon,Lee Ji-eun
KDR-000702,1,9,B,Ep 9: Goodbye,2024-04-04,54,6.4,9.2,Lee Ji-hoon,Lee Ji-eun
KDR-000702,1,10,,Ep 10: Promise,2024-04-12,64,6.1,11.5,Lee Ji-hoon,Lee Ji-eun
KDR-000702,1,11,,Ep 11: Collision,2024-04-11,69,6.2,12.1,Lee Ji-hoon,Lee Ji-eun
KDR-000702,1,12,A,Ep 12: First Snow,2024-04-19,71,6.2,9.4,Lee Ji-hoon,Lee Ji-eun
KDR-000702,1,13,,Ep 13: Echoes,2024-04-18,55,6.8,9.5,Lee Ji-hoon,Lee Ji-eun
KDR-000702,1,14,B,Ep 14: Afterglow,2024-04-26,48,6.5,10.5,Lee Ji-hoon,Lee Ji-eun
KDR-000702,1,15,B,Ep 15: Collision,2024-04-25,60,6.4,9.8,Lee Ji-hoon,Lee Ji-eun
KDR-000702,1,16,,Ep 16: Promise,2024-05-03,59,6.9,5.5,Lee Ji-hoon,Lee Ji-eun
KDR-001294,1,1,,Ep 1: Crossroads,2022-10-01,70,7.2,5.4,Park Hyun-woo,Kim Ji-eun
KDR-001294,1,2,B,Ep 2: Confession,2022-10-09,65,7.4,9.4,Park Hyun-woo,Kim Ji-eun
KDR-001294,1,3,A,Ep 3: Crossroads,2022-10-08,68,7.2,1.1,Park Hyun-woo,Kim Ji-eun
KDR-001294,1,4,B,Ep 4: Echoes,2022-10-16,75,7.8,16.6,Park Hyun-woo,Kim Ji-eun
KDR-001294,1,5,,Ep 5: Echoes,2022-10-15,62,7.2,4.8,Park Hyun-woo,Kim Ji-eun
KDR-001294,1,6,A,Ep 6: Afterglow,2022-10-23,75,7.4,11.0,Park Hyun-woo,Kim Ji-eun
KDR-001294,1,7,,Ep 7: Goodbye,2022-10-22,72,7.6,3.4,Park Hyun-woo,Kim Ji-eun
KDR-001294,1,8,,Ep 8: First Snow,2022-10-30,68,6.7,4.4,Park Hyun-woo,Kim Ji-eun
KDR-001294,1,9,B,Ep 9: Promise,2022-10-29,68,6.9,9.5,Park Hyun-woo,Kim Ji-eun
KDR-001294,1,10,,Ep 10: Afterglow,2022-11-06,78,7.2,9.6,Park Hyun-woo,Kim Ji-eun
KDR-001294,1,11,,Ep 11: Goodbye,2022-11-05,70,7.7,11.1,Park Hyun-woo,Kim Ji-eun
KDR-001294,1,12,A,Ep 12: Afterglow,2022-11-13,72,7.4,11.5,Park Hyun-woo,Kim Ji-eun
KDR-001294,1,13,,Ep 13: First Snow,2022-11-12,64,6.9,8.8,Park Hyun-woo,Kim Ji-eun
KDR-001294,1,14,B,Ep 14: Goodbye,2022-11-20,69,6.7,8.7,Park Hyun-woo,Kim Ji-eun
KDR-001294,1,15,A,Ep 15: First Snow,2022-11-19,74,7.4,10.9,Park Hyun-woo,Kim Ji-eun
KDR-001294,1,16,B,Ep 16: Collision,2022-11-27,75,7.5,7.2,Park Hyun-woo,Kim Ji-eun
KDR-000310,1,1,,Ep 1: Crossroads,2023-01-11,59,7.5,8.4,Kang Ji-eun,Lee Seo-jun
KDR-000310,1,2,B,Ep 2: Collision,2023-01-19,67,8.1,4.8,Kang Ji-eun,Lee Seo-jun
KDR-000310,1,3,,Ep 3: Promise,2023-01-18,47,8.4,8.1,Kang Ji-eun,Lee Seo-jun
KDR-000310,1,4,,Ep 4: Collision,2023-01-26,57,7.5,6.6,Kang Ji-eun,Lee Seo-jun
KDR-000310,1,5,,Ep 5: First Snow,2023-01-25,61,8.0,8.5,Kang Ji-eun,Lee Seo-jun
KDR-000310,1,6,B,Ep 6: Collision,2023-02-02,67,9.0,11.7,Kang Ji-eun,Lee Seo-jun
KDR-000310,1,7,,Ep 7: Afterglow,2023-02-01,53,8.0,5.0,Kang Ji-eun,Lee Seo-jun
KDR-000310,1,8,,Ep 8: Echoes,2023-02-09,64,7.6,2.9,Kang Ji-eun,Lee Seo-jun
KDR-000310,1,9,B,Ep 9: Afterglow,2023-02-08,63,7.2,1.1,Kang Ji-eun,Lee Seo-jun
KDR-000310,1,10,A,Ep 10: Promise,2023-02-16,64,8.0,12.0,Kang Ji-eun,Lee Seo-jun
KDR-000227,1,1,,Ep 1: Crossroads,2017-06-11,82,7.4,15.1,Choi Ji-eun,Lee Seo-yeon
KDR-000227,1,2,B,Ep 2: Afterglow,2017-06-19,73,8.5,12.9,Choi Ji-eun,Lee Seo-yeon
KDR-000227,1,3,A,Ep 3: Goodbye,2017-06-18,72,7.7,15.6,Choi Ji-eun,Lee Seo-yeon
KDR-000227,1,4,,Ep 4: Afterglow,2017-06-26,68,7.4,8.2,Choi Ji-eun,Lee Seo-yeon
KDR-000227,1,5,B,Ep 5: Goodbye,2017-06-25,74,7.7,13.1,Choi Ji-eun,Lee Seo-yeon
KDR-000227,1,6,,Ep 6: First Snow,2017-07-03,67,7.9,5.1,Choi Ji-eun,Lee Seo-yeon
KDR-000227,1,7,,Ep 7: Promise,2017-07-02,61,8.5,11.4,Choi Ji-eun,Lee Seo-yeon
KDR-000227,1,8,B,Ep 8: Confession,2017-07-10,75,7.0,10.0,Choi Ji-eun,Lee Seo-yeon
KDR-000227,1,9,,Ep 9: Crossroads,2017-07-09,74,7.6,8.3,Choi Ji-eun,Lee Seo-yeon
KDR-000227,1,10,A,Ep 10: Echoes,2017-07-17,84,7.7,4.1,Choi Ji-eun,Lee Seo-yeon
KDR-001732,1,1,,Ep 1: Crossroads,2022-06-21,52,7.6,6.5,Kim Seo-yeon,Kang Hye-jin
KDR-001732,1,2,B,Ep 2: Echoes,2022-06-29,55,7.4,8.5,Kim Seo-yeon,Kang Hye-jin
KDR-001732,1,3,,Ep 3: Confession,2022-06-28,55,7.5,11.2,Kim Seo-yeon,Kang Hye-jin
KDR-001732,1,4,B,Ep 4: Goodbye,2022-07-06,54,7.1,7.9,Kim Seo-yeon,Kang Hye-jin
KDR-001732,1,5,,Ep 5: Collision,2022-07-05,70,7.5,10.6,Kim Seo-yeon,Kang Hye-jin
KDR-001732,1,6,A,Ep 6: Collision,2022-07-13,51,7.0,11.7,Kim Seo-yeon,Kang Hye-jin
KDR-001732,1,7,B,Ep 7: Afterglow,2022-07-12,43,7.0,2.0,Kim Seo-yeon,Kang Hye-jin
KDR-001732,1,8,A,Ep 8: Promise,2022-07-20,48,7.1,8.5,Kim Seo-yeon,Kang Hye-jin
KDR-001732,1,9,,Ep 9: First Snow,2022-07-19,61,7.1,7.1,Kim Seo-yeon,Kang Hye-jin
KDR-001732,1,10,,Ep 10: Afterglow,2022-07-27,51,7.7,6.6,Kim Seo-yeon,Kang Hye-jin
KDR-001732,1,11,A,Ep 11: Afterglow,2022-07-26,53,7.4,8.8,Kim Seo-yeon,Kang Hye-jin
KDR-001732,1,12,A,Ep 12: Crossroads,2022-08-03,45,7.3,10.5,Kim Seo-yeon,Kang Hye-jin
KDR-001732,1,13,A,Ep 13: Confession,2022-08-02,62,6.8,0.2,Kim Seo-yeon,Kang Hye-jin
KDR-001732,1,14,A,Ep 14: Afterglow,2022-08-10,63,7.4,8.6,Kim Seo-yeon,Kang Hye-jin
KDR-001732,1,15,,Ep 15: First Snow,2022-08-09,44,6.8,11.7,Kim Seo-yeon,Kang Hye-jin
KDR-001732,1,16,,Ep 16: Promise,2022-08-17,56,7.2,8.1,Kim Seo-yeon,Kang Hye-jin
