series_id,person_id,person_name,role_type,character_name,episodes_appeared,agency,is_guest
KDR-001735,P820442,Lee Ji-eun,Guest,Song Taeyang,6,C-JeS,False
KDR-000585,P961113,Choi Hyun-woo,Guest,Ahn Seojin,3,JYP,False
KDR-000585,P545284,Jang Seo-jun,Cameo,Kang Jisoo,6,Cube,False
KDR-000585,P631443,Kang Seo-yeon,Support,Song Joon,9,C-JeS,False
KDR-000585,P295807,Cho Ji-hoon,Cameo,Ahn Harin,4,Jellyfish,False
KDR-000585,P510829,Cho Hyun-woo,Guest,Kang Harin,4,SM,False
KDR-000585,P143200,Cho Seo-jun,Lead,Choi Jiwon,6,Jellyfish,False
KDR-000585,P479050,Jang Yoon-seo,Cameo,Ahn Harin,1,KeyEast,True
KDR-000638,P663793,Jang Hyun-woo,Support,Lee Harin,7,KeyEast,False
KDR-000638,P763002,Lee Hyun-woo,Lead,Jung Jisoo,10,P Nation,False
KDR-000638,P527402,Kang Seo-jun,Lead,Jung Eunwoo,8,JYP,False
KDR-000638,P348072,Jang Yoon-seo,Support,Han Taeyang,3,KeyEast,False
KDR-000638,P175960,Cho Seo-jun,Cameo,Jung Jisoo,1,P Nation,False
KDR-000638,P147546,Kang Min-jae,Cameo,Jung Harin,5,Jellyfish,False
KDR-000638,P382418,Park Seo-yeon,Support,Ahn Minho,6,SOOP,True
KDR-001924,P638514,Jang Seo-yeon,Cameo,Yoon Hana,11,YG,False
KDR-001924,P171212,Yoon Hyun-woo,Support,Ahn Seojin,3,C-JeS,True
KDR-001924,P671842,Cho Ji-eun,Lead,Song Jiwon,8,SM,False
KDR-001924,P458587,Choi Seo-yeon,Support,Park Hana,6,JYP,False
KDR-001924,P204703,Im Ji-hoon,Guest,Yoon Taeyang,9,SM,False
KDR-001282,P692854,Choi Seo-jun,Lead,Kang Harin,7,BH Ent.,False
KDR-001282,P807296,Im Seo-jun,Support,Kang Jiwon,12,BH Ent.,False
KDR-001282,P797445,Jang Ji-hoon,Support,Choi Minho,10,SM,False
KDR-001282,P655767,Jang Seo-jun,Guest,Song Taeyang,10,SOOP,False
KDR-001282,P743207,Lee Ji-hoon,Cameo,Kang Jiwon,10,BH Ent.,False
KDR-001282,P657548,Park Min-jae,Guest,Lee Eunwoo,11,P Nation,False
KDR-001736,P853777,Kim Yoon-seo,Lead,Choi Minho,10,Jellyfish,False
KDR-001736,P240380,Park Ji-eun,Lead,Kang Hana,8,C-JeS,False
KDR-001736,P964527,Kim Ji-eun,Support,Park Harin,8,BH Ent.,False
KDR-001736,P288024,Kim Yoon-seo,Cameo,Choi Minho,1,YG,False
KDR-001736,P530532,Yoon Min-jae,Cameo,Kang Joon,8,BH Ent.,False
KDR-000415,P930415,Choi Hyun-woo,Support,Song Minho,10,YG,False
KDR-000415,P666007,Kim Min-jae,Support,Park Joon,11,YG,False
KDR-000415,P453585,Lee Yoon-seo,Lead,Ahn Taeyang,9,JYP,False
KDR-000415,P869651,Choi Hye-jin,Support,Kang Jiwon,7,SOOP,False
KDR-000415,P779572,Jung Ji-hoon,Lead,Yoon Jiwon,8,SM,False
KDR-000415,P278447,Choi Ji-hoon,Support,Yoon Hana,4,Jellyfish,False
KDR-000415,P390731,Park Min-jae,Lead,Ahn Eunwoo,6,SM,False
KDR-000415,P704849,Kang Min-jae,Support,Kim Minho,11,YG,False
KDR-000186,P958458,Im Ji-hoon,Lead,Kang Eunwoo,10,SOOP,False
KDR-000186,P203966,Park Ji-eun,Guest,Ahn Harin,7,SM,False
KDR-000186,P853142,Jung Hyun-woo,Guest,Choi Jisoo,11,YG,True
KDR-000186,P500055,Lee Ji-eun,Lead,Kim Joon,5,BH Ent.,True
KDR-000186,P497517,Kim Hyun-woo,Support,Ahn Joon,8,Jellyfish,False
KDR-000186,P908281,Cho Seo-jun,Support,Lee Hana,10,JYP,True
KDR-000707,P663663,Yoon Min-jae,Support,Ahn Eunwoo,4,Jellyfish,False
KDR-000707,P565624,Park Hyun-woo,Support,Kim Hana,2,SOOP,False
KDR-000707,P724370,Cho Seo-yeon,Lead,Kang Seojin,4,YG,False
KDR-000707,P133864,Jang Ji-eun,Support,Kim Joon,8,KeyEast,False
KDR-000707,P373357,Im Hye-jin,Cameo,Kang Minho,1,YG,True
KDR-000707,P795154,Jang Hye-jin,Guest,Han Jiwon,4,Cube,True
KDR-000707,P424103,Choi Hye-jin,Support,Han Minho,12,C-JeS,False
KDR-001205,P653470,Choi Min-jae,Cameo,Choi Seojin,13,C-JeS,False
KDR-001205,P113530,Im Hyun-woo,Support,Jung Jiwon,13,BH Ent.,False
KDR-001205,P738132,Jang Min-jae,Support,Han Joon,9,SM,False
KDR-001205,P709694,Jung Ji-hoon,Support,Han Hana,9,JYP,False
KDR-001205,P818037,Lee Yoon-seo,Lead,Choi Taeyang,12,C-JeS,False
KDR-001337,P192631,Jang Hye-jin,Lead,Lee Jiwon,6,Cube,False
KDR-001337,P644196,Lee Seo-yeon,Guest,Han Harin,12,JYP,False
KDR-001337,P891370,Jang Seo-jun,Lead,Lee Hana,8,BH Ent.,False
KDR-001337,P571195,Jang Ji-eun,Guest,Kang Eunwoo,9,C-JeS,False
KDR-001337,P189184,Choi Seo-yeon,Support,Han Joon,10,YG,True
KDR-001337,P459104,Jung Seo-yeon,Support,Song Joon,11,KeyEast,False
KDR-001337,P529487,Jung Hyun-woo,Cameo,Ahn Eunwoo,9,KeyEast,False
KDR-001337,P652724,Im Yoon-seo,Guest,Song Hyejin,11,SOOP,False
KDR-000301,P845780,Choi Seo-yeon,Cameo,Choi Jiwon,2,P Nation,False
KDR-000301,P886729,Im Hyun-woo,Support,Lee Joon,9,P Nation,True
KDR-000301,P688670,Jang Seo-jun,Guest,Song Hana,5,KeyEast,False
KDR-000301,P905602,Im Ji-eun,Lead,Han Taeyang,1,C-JeS,False
KDR-000301,P449988,Jang Hyun-woo,Lead,Choi Minho,4,BH Ent.,False
KDR-001543,P323413,Cho Seo-yeon,Cameo,Yoon Seojin,12,P Nation,True
KDR-001543,P112675,Jang Seo-jun,Support,Kim Harin,11,C-JeS,True
KDR-001543,P718224,Park Seo-jun,Support,Park Minho,5,KeyEast,True
KDR-001543,P744382,Park Hye-jin,Cameo,Ahn Joon,9,BH Ent.,True
KDR-001543,P249512,Yoon Yoon-seo,Support,Han Jiwon,12,KeyEast,False
KDR-001543,P354155,Kim Hye-jin,Cameo,Ahn Harin,7,YG,True
KDR-001543,P281009,Kim Ji-hoon,Guest,Yoon Joon,8,C-JeS,False
KDR-000713,P260955,Yoon Hyun-woo,Support,Lee Jisoo,5,KeyEast,True
KDR-000713,P286367,Lee Seo-yeon,Guest,Ahn Jisoo,8,P Nation,True
KDR-000713,P291907,Yoon Hye-jin,Guest,Song Seojin,6,BH Ent.,False
KDR-000713,P315938,Im Ji-hoon,Cameo,Yoon Seojin,7,C-JeS,False
KDR-000713,P880954,Im Yoon-seo,Cameo,Kim Jisoo,7,KeyEast,False
KDR-001462,P786928,Cho Yoon-seo,Cameo,Park Eunwoo,3,SOOP,True
KDR-001462,P620686,Kim Min-jae,Support,Yoon Eunwoo,6,JYP,False
KDR-001462,P513464,Park Ji-eun,Support,Han Seojin,9,Jellyfish,True
KDR-001462,P364348,Park Seo-yeon,Support,Ahn Seojin,10,Cube,False
KDR-001462,P219213,Park Seo-jun,Support,Choi Eunwoo,7,KeyEast,False
KDR-001462,P667104,Kang Min-jae,Support,Yoon Minho,3,JYP,False
KDR-001462,P674832,Kang Ji-eun,Guest,Kim Eunwoo,6,YG,True
KDR-001462,P544046,Yoon Seo-jun,Support,Kim Taeyang,10,Jellyfish,False
KDR-001609,P977360,Yoon Seo-jun,Support,Jung Taeyang,8,Jellyfish,False
KDR-001609,P211191,Jang Min-jae,Guest,Han Harin,9,BH Ent.,False
KDR-001609,P891179,Yoon Yoon-seo,Support,Lee Minho,5,YG,True
KDR-001609,P897301,Kim Hye-jin,Lead,Kim Hana,7,BH Ent.,False
KDR-001609,P318097,Im Seo-jun,Guest,Lee Seojin,6,SM,False
KDR-001609,P609617,Kang Yoon-seo,Guest,Kang Taeyang,2,SM,False
KDR-001609,P198941,Park Min-jae,Support,Yoon Seojin,6,SM,False
KDR-001997,P924501,Lee Seo-jun,Support,Kang Harin,4,Jellyfish,False
KDR-001997,P117413,Yoon Min-jae,Cameo,Song Minho,7,C-JeS,False
KDR-001997,P101889,Kang Seo-jun,Lead,Park Seojin,6,SM,False
KDR-001997,P756206,Jang Seo-yeon,Support,Park Harin,3,P Nation,False
KDR-001997,P290709,Cho Yoon-seo,Lead,Choi Harin,4,YG,False
KDR-001943,P346568,Jang Yoon-seo,Guest,Lee Joon,6,JYP,False
KDR-001943,P376429,Im Seo-yeon,Lead,Kang Jiwon,4,YG,False
KDR-001943,P522622,Kim Hyun-woo,Cameo,Kang Eunwoo,6,P Nation,False
KDR-001943,P439007,Im Hyun-woo,Lead,Kim Hana,5,SM,True
KDR-001943,P977166,Lee Hyun-woo,Cameo,Park Jisoo,6,Cube,False
KDR-001972,P192259,Im Yoon-seo,Support,Lee Hyejin,13,Jellyfish,False
KDR-001972,P555716,Im Min-jae,Support,Ahn Hyejin,11,P Nation,False
KDR-001972,P393165,Choi Seo-jun,Support,Jung Jisoo,10,SOOP,False
KDR-001972,P807143,Park Seo-jun,Lead,Park Jisoo,12,Cube,False
KDR-001972,P796102,Jang Hye-jin,Lead,Yoon Seojin,10,JYP,True
KDR-000985,P425483,Jung Min-jae,Support,Ahn Joon,5,KeyEast,False
KDR-000985,P765014,Kim Yoon-seo,Support,Kang Taeyang,11,Jellyfish,False
KDR-000985,P664969,Lee Ji-eun,Support,Yoon Jisoo,8,BH Ent.,False
KDR-000985,P420757,Im Hye-jin,Support,Lee Jiwon,13,BH Ent.,False
KDR-000985,P981113,Im Yoon-seo,Support,Choi Harin,11,SOOP,False
KDR-000985,P372509,Choi Seo-jun,Lead,Yoon Minho,14,KeyEast,False
KDR-000176,P995792,Park Seo-yeon,Cameo,Lee Jisoo,5,SM,False
KDR-000176,P868780,Lee Ji-eun,Support,Yoon Jiwon,7,C-JeS,False
KDR-000176,P180125,Kim Hye-jin,Support,Kim Taeyang,5,P Nation,False
KDR-000176,P785743,Kim Yoon-seo,Lead,Ahn Jiwon,7,SOOP,False
KDR-000176,P969276,Park Hyun-woo,Lead,Lee Joon,10,BH Ent.,False
KDR-000176,P529402,Jang Min-jae,Support,Kim Harin,10,Jellyfish,False
KDR-001178,P482969,Cho Hye-jin,Support,Kim Harin,12,JYP,False
KDR-001178,P533833,Lee Ji-hoon,Support,Song Jisoo,11,C-JeS,False
KDR-001178,P654343,Jung Ji-eun,Support,Han Joon,1,KeyEast,False
KDR-001178,P167549,Choi Hyun-woo,Support,Park Harin,7,C-JeS,False
KDR-001178,P135337,Jang Hyun-woo,Lead,Yoon Jiwon,2,Cube,False
KDR-001178,P584698,Jung Hyun-woo,Guest,Park Harin,3,YG,True
KDR-000694,P419004,Lee Seo-jun,Guest,Yoon Minho,8,P Nation,False
KDR-000694,P562481,Kim Hyun-woo,Support,Jung Eunwoo,1,Cube,False
KDR-000694,P553128,Park Seo-yeon,Support,Park Seojin,9,BH Ent.,False
KDR-000694,P585398,Choi Hye-jin,Support,Park Jiwon,1,JYP,False
KDR-000694,P198422,Park Yoon-seo,Cameo,Jung Jiwon,9,Cube,False
KDR-000694,P980377,Lee Seo-jun,Support,Kim Minho,6,SOOP,False
KDR-000694,P139052,Kang Ji-hoon,Guest,Yoon Taeyang,6,P Nation,False
KDR-001619,P364884,Lee Hyun-woo,Lead,Park Hyejin,10,C-JeS,False
KDR-001619,P230058,Yoon Seo-jun,Lead,Han Joon,6,JYP,False
KDR-001619,P187954,Im Seo-jun,Lead,Yoon Hana,8,SM,False
KDR-001619,P900426,Lee Min-jae,Guest,Ahn Minho,8,YG,False
KDR-001619,P784037,Kim Hyun-woo,Support,Park Jiwon,13,Jellyfish,False
KDR-000124,P434578,Jung Min-jae,Guest,Lee Taeyang,5,Cube,False
KDR-000124,P705680,Cho Ji-hoon,Guest,Park Hyejin,3,SM,False
KDR-000124,P951236,Cho Ji-hoon,Support,Han Hana,9,YG,False
KDR-000124,P863327,Kim Ji-hoon,Support,Kim Minho,7,SM,False
KDR-000124,P601894,Jung Ji-eun,Cameo,Han Harin,4,SOOP,True
KDR-000124,P514708,Choi Yoon-seo,Lead,Kim Harin,2,Cube,False
KDR-000124,P672776,Lee Ji-hoon,Guest,Kim Jiwon,7,SM,True
KDR-000124,P397324,Kang Ji-hoon,Support,Song Jiwon,7,KeyEast,False
KDR-000368,P201043,Choi Yoon-seo,Support,Choi Taeyang,4,Jellyfish,False
KDR-000368,P832646,Lee Hye-jin,Support,Han Jisoo,10,P Nation,False
KDR-000368,P471897,Im Hyun-woo,Guest,Lee Jiwon,5,C-JeS,False
KDR-000368,P856656,Yoon Ji-hoon,Lead,Ahn Seojin,5,JYP,False
KDR-000368,P667498,Yoon Yoon-seo,Guest,Ahn Hyejin,5,BH Ent.,False
KDR-000368,P726345,Kang Seo-yeon,Support,Han Joon,9,Jellyfish,True
KDR-001447,P152842,Lee Hyun-woo,Support,Choi Minho,11,KeyEast,False
KDR-001447,P658239,Jung Min-jae,Cameo,Yoon Jiwon,10,YG,False
KDR-001447,P531239,Park Seo-jun,Support,Han Minho,7,Jellyfish,False
KDR-001447,P977614,Im Min-jae,Lead,Yoon Hana,6,YG,False
KDR-001447,P236345,Cho Seo-jun,Guest,Song Hana,10,KeyEast,False
KDR-001447,P581839,Jung Ji-eun,Support,Ahn Joon,5,SOOP,True
KDR-001567,P103818,Cho Seo-jun,Support,Jung Minho,10,C-JeS,False
KDR-001567,P271556,Choi Min-jae,Cameo,Park Minho,9,SOOP,True
KDR-001567,P940240,Cho Seo-jun,Lead,Jung Taeyang,5,SOOP,True
KDR-001567,P813092,Jung Seo-yeon,Guest,Yoon Harin,9,Cube,True
KDR-001567,P873241,Jang Seo-yeon,Cameo,Kang Eunwoo,7,C-JeS,False
KDR-000040,P413870,Yoon Hye-jin,Support,Park Minho,1,Jellyfish,False
KDR-000040,P303001,Kang Hyun-woo,Support,Kang Eunwoo,1,BH Ent.,False
KDR-000040,P570157,Kang Seo-yeon,Guest,Ahn Jisoo,5,Jellyfish,False
KDR-000040,P673688,Cho Min-jae,Support,Jung Hana,10,YG,False
KDR-000040,P986411,Im Ji-eun,Lead,Han Harin,8,YG,False
KDR-000040,P529901,Jang Seo-yeon,Support,Song Jisoo,5,C-JeS,False
KDR-000040,P908094,Cho Min-jae,Cameo,Lee Eunwoo,7,JYP,True
KDR-000040,P509435,Cho Ji-hoon,Support,Lee Seojin,8,BH Ent.,False
KDR-001508,P971991,Im Ji-hoon,Support,Han Harin,6,YG,True
KDR-001508,P627582,Im Hyun-woo,Guest,Lee Hyejin,1,C-JeS,True
KDR-001508,P839946,Park Seo-yeon,Cameo,Kim Jiwon,4,JYP,False
KDR-001508,P468825,Park Ji-hoon,Support,Kang Joon,4,P Nation,False
KDR-001508,P473889,Jung Seo-yeon,Lead,Han Hyejin,4,Jellyfish,False
KDR-000580,P629497,Im Min-jae,Cameo,Jung Hana,2,JYP,False
KDR-000580,P232207,Choi Min-jae,Support,Park Eunwoo,3,SOOP,True
KDR-000580,P998057,Kim Yoon-seo,Guest,Ahn Jiwon,6,C-JeS,False
KDR-000580,P393233,Choi Seo-jun,Support,Jung Harin,8,YG,False
KDR-000580,P632037,Park Seo-jun,Support,Jung Jiwon,9,Cube,True
KDR-000580,P973325,Lee Hyun-woo,Guest,Lee Joon,1,SOOP,False
KDR-000580,P738676,Kim Yoon-seo,Lead,Park Jisoo,11,Jellyfish,False
KDR-000332,P299641,Jang Hyun-woo,Support,Kang Harin,1,JYP,True
KDR-000332,P391402,Yoon Hyun-woo,Cameo,Park Hyejin,2,Jellyfish,False
KDR-000332,P850359,Yoon Yoon-seo,Guest,Yoon Eunwoo,4,JYP,False
KDR-000332,P868376,Park Seo-jun,Support,Han Jisoo,7,Cube,True
KDR-000332,P871358,Choi Min-jae,Lead,Choi Hyejin,6,Jellyfish,False
KDR-000332,P366887,Jung Ji-eun,Support,Kim Seojin,8,C-JeS,True
KDR-000916,P838995,Choi Hyun-woo,Guest,Choi Hyejin,8,C-JeS,False
KDR-000916,P196939,Im Min-jae,Guest,Yoon Harin,7,P Nation,True
KDR-000916,P565697,Park Seo-yeon,Guest,Song Seojin,4,SOOP,True
KDR-000916,P436737,Jung Ji-hoon,Support,Song Hana,8,JYP,True
KDR-000916,P964879,Lee Hye-jin,Cameo,Kim Joon,10,C-JeS,True
KDR-000195,P803924,Kim Hye-jin,Support,Lee Jiwon,5,YG,False
KDR-000195,P533151,Park Hyun-woo,Support,Park Eunwoo,1,KeyEast,False
KDR-000195,P576266,Jang Yoon-seo,Guest,Han Taeyang,7,SOOP,False
KDR-000195,P311593,Choi Min-jae,Cameo,Jung Harin,2,P Nation,False
KDR-000195,P770037,Jang Min-jae,Cameo,Lee Jisoo,5,KeyEast,False
KDR-000528,P178253,Jung Yoon-seo,Guest,Yoon Eunwoo,4,KeyEast,False
KDR-000528,P574032,Cho Yoon-seo,Cameo,Kang Harin,6,BH Ent.,False
KDR-000528,P633473,Jang Ji-eun,Support,Kim Jiwon,2,JYP,False
KDR-000528,P867627,Im Seo-jun,Support,Choi Minho,10,KeyEast,False
KDR-000528,P226999,Choi Seo-yeon,Cameo,Yoon Jisoo,6,SOOP,False
KDR-001689,P747385,Jang Ji-hoon,Cameo,Jung Hana,1,YG,False
KDR-001689,P186467,Im Ji-hoon,Support,Choi Taeyang,6,Cube,False
KDR-001689,P648544,Park Yoon-seo,Support,Lee Minho,5,YG,False
KDR-001689,P183779,Cho Ji-hoon,Support,Choi Harin,1,P Nation,False
KDR-001689,P494939,Jung Seo-yeon,Cameo,Yoon Hyejin,2,Cube,False
KDR-001689,P146711,Lee Ji-hoon,Support,Han Seojin,4,KeyEast,False
KDR-001689,P961774,Kim Ji-eun,Lead,Song Hyejin,8,Cube,False
KDR-001689,P770485,Park Ji-eun,Support,Yoon Eunwoo,9,KeyEast,False
KDR-001805,P496548,Jang Ji-hoon,Guest,Lee Harin,4,C-JeS,True
KDR-001805,P363751,Kang Ji-eun,Guest,Han Taeyang,2,BH Ent.,True
KDR-001805,P183485,Cho Ji-hoon,Support,Lee Joon,10,SOOP,False
KDR-001805,P806456,Yoon Ji-hoon,Support,Lee Harin,5,SOOP,False
KDR-001805,P328207,Kang Seo-yeon,Cameo,Choi Jiwon,10,BH Ent.,True
KDR-000323,P328717,Park Seo-yeon,Guest,Kang Taeyang,4,Jellyfish,False
KDR-000323,P111579,Kim Ji-hoon,Support,Kang Hana,7,YG,False
KDR-000323,P967657,Kim Hye-jin,Lead,Han Hana,7,YG,False
KDR-000323,P718464,Jung Hyun-woo,Lead,Kim Minho,7,P Nation,True
KDR-000323,P936178,Lee Seo-jun,Lead,Kang Jisoo,2,SOOP,False
KDR-001203,P634958,Kang Ji-eun,Cameo,Han Eunwoo,1,Cube,False
KDR-001203,P679649,Choi Seo-jun,Support,Choi Taeyang,10,JYP,True
KDR-001203,P512225,Im Hyun-woo,Lead,Park Hyejin,8,P Nation,False
KDR-001203,P268491,Lee Hye-jin,Cameo,Lee Joon,8,C-JeS,False
KDR-001203,P517436,Jung Seo-yeon,Cameo,Park Taeyang,1,SOOP,False
KDR-001203,P951575,Jang Ji-hoon,Support,Han Jiwon,6,JYP,False
KDR-001203,P273917,Jang Yoon-seo,Lead,Lee Eunwoo,2,SOOP,False
KDR-001203,P720462,Kang Yoon-seo,Guest,Jung Minho,6,Jellyfish,False
KDR-000267,P501200,Kim Hye-jin,Support,Park Eunwoo,5,KeyEast,False
KDR-000267,P819711,Choi Ji-hoon,Lead,Kang Joon,1,P Nation,True
KDR-000267,P238984,Choi Min-jae,Lead,Song Hyejin,8,SM,False
KDR-000267,P153386,Lee Hyun-woo,Support,Lee Jisoo,5,Cube,False
KDR-000267,P328390,Jang Seo-yeon,Guest,Ahn Hana,7,KeyEast,False
KDR-000267,P124432,Yoon Yoon-seo,Cameo,Kang Minho,3,SM,False
KDR-000267,P370163,Im Hyun-woo,Guest,Park Seojin,9,C-JeS,False
KDR-000267,P521256,Kang Ji-hoon,Lead,Kang Taeyang,3,Cube,True
KDR-001034,P313803,Park Hye-jin,Guest,Choi Eunwoo,2,C-JeS,True
KDR-001034,P178732,Park Min-jae,Support,Han Harin,3,BH Ent.,False
KDR-001034,P432717,Cho Min-jae,Support,Han Taeyang,6,KeyEast,False
KDR-001034,P183255,Choi Ji-eun,Support,Kim Harin,1,SOOP,False
KDR-001034,P410921,Kang Seo-jun,Guest,Han Jiwon,7,P Nation,True
KDR-001034,P911047,Choi Min-jae,Support,Kang Hana,3,SOOP,False
KDR-001985,P488160,Im Ji-eun,Support,Choi Seojin,8,YG,False
KDR-001985,P107722,Choi Yoon-seo,Cameo,Choi Eunwoo,14,Cube,False
KDR-001985,P309904,Jung Yoon-seo,Support,Ahn Jiwon,4,Jellyfish,False
KDR-001985,P151830,Yoon Ji-hoon,Support,Park Jisoo,10,YG,True
KDR-001985,P481449,Kim Yoon-seo,Support,Song Jisoo,5,C-JeS,False
KDR-001985,P598776,Im Ji-hoon,Cameo,Choi Taeyang,10,YG,False
KDR-000068,P847197,Kang Seo-jun,Cameo,Yoon Jiwon,7,SOOP,True
KDR-000068,P299106,Cho Min-jae,Support,Kang Minho,4,JYP,False
KDR-000068,P546282,Kim Yoon-seo,Support,Kang Joon,7,C-JeS,False
KDR-000068,P713775,Lee Min-jae,Cameo,Kim Hyejin,10,Jellyfish,False
KDR-000068,P207903,Yoon Seo-yeon,Lead,Yoon Jiwon,12,SM,False
KDR-000068,P577207,Im Min-jae,Lead,Yoon Joon,8,C-JeS,False
KDR-000068,P101193,Jung Seo-jun,Lead,Song Joon,11,Jellyfish,False
KDR-000068,P610602,Lee Seo-yeon,Cameo,Kim Hana,10,YG,False
KDR-001450,P467211,Park Hye-jin,Cameo,Jung Harin,2,SM,True
KDR-001450,P471813,Kim Min-jae,Lead,Kang Seojin,6,SOOP,False
KDR-001450,P767520,Choi Yoon-seo,Lead,Kang Jisoo,4,C-JeS,False
KDR-001450,P258319,Im Ji-eun,Support,Kim Hana,4,Cube,True
KDR-001450,P629104,Jung Min-jae,Guest,Kim Taeyang,10,Cube,False
KDR-001450,P432820,Kang Ji-hoon,Cameo,Kim Hana,3,KeyEast,False
KDR-001450,P232672,Jung Ji-hoon,Lead,Jung Hana,10,C-JeS,False
KDR-001450,P716981,Cho Hyun-woo,Lead,Kang Joon,10,BH Ent.,False
KDR-001240,P377615,Im Hyun-woo,Support,Kim Jisoo,3,P Nation,False
KDR-001240,P958977,Lee Seo-jun,Cameo,Ahn Hyejin,4,JYP,False
KDR-001240,P915915,Park Seo-yeon,Lead,Lee Jisoo,2,P Nation,False
KDR-001240,P572889,Cho Seo-jun,Support,Park Taeyang,1,Jellyfish,True
KDR-001240,P242284,Park Seo-yeon,Support,Han Jiwon,6,BH Ent.,False
KDR-001240,P448752,Im Min-jae,Support,Jung Hyejin,5,SOOP,False
KDR-000680,P268958,Kang Hye-jin,Support,Lee Harin,6,YG,False
KDR-000680,P546464,Jang Hye-jin,Lead,Ahn Hana,2,Cube,False
KDR-000680,P654607,Jang Seo-jun,Support,Choi Jisoo,9,SOOP,True
KDR-000680,P354401,Lee Yoon-seo,Guest,Song Hyejin,4,YG,False
KDR-000680,P675704,Park Seo-jun,Support,Lee Seojin,11,YG,False
KDR-000680,P424774,Lee Seo-jun,Support,Lee Hyejin,6,YG,False
KDR-000680,P135398,Jang Hye-jin,Cameo,Choi Jisoo,8,BH Ent.,False
KDR-000680,P383176,Choi Ji-eun,Guest,Kim Minho,10,P Nation,False
KDR-000486,P506536,Choi Yoon-seo,Support,Choi Taeyang,5,KeyEast,False
KDR-000486,P941465,Kang Seo-yeon,Support,Park Taeyang,8,KeyEast,True
KDR-000486,P355731,Park Min-jae,Support,Choi Seojin,4,KeyEast,False
KDR-000486,P728062,Kim Ji-eun,Support,Kim Taeyang,9,Cube,False
KDR-000486,P938432,Kim Seo-jun,Support,Jung Hana,5,Jellyfish,False
KDR-000486,P401209,Choi Hye-jin,Cameo,Han Hana,7,BH Ent.,False
KDR-000486,P228192,Yoon Yoon-seo,Lead,Park Jisoo,7,SOOP,False
KDR-000481,P929780,Yoon Hyun-woo,Guest,Song Jisoo,9,JYP,False
KDR-000481,P915564,Kang Yoon-seo,Guest,Park Hyejin,5,P Nation,False
KDR-000481,P590133,Kang Seo-jun,Lead,Song Minho,8,KeyEast,False
KDR-000481,P138810,Kim Seo-jun,Cameo,Ahn Hana,10,C-JeS,False
KDR-000481,P945046,Lee Ji-eun,Support,Jung Taeyang,11,P Nation,True
KDR-001419,P393460,Kim Ji-hoon,Lead,Jung Taeyang,9,BH Ent.,False
KDR-001419,P741043,Lee Hye-jin,Lead,Lee Joon,6,SOOP,False
KDR-001419,P926462,Choi Hye-jin,Support,Kim Seojin,6,C-JeS,False
KDR-001419,P563978,Park Seo-yeon,Cameo,Kang Jiwon,10,P Nation,True
KDR-001419,P362571,Kang Min-jae,Support,Jung Jiwon,8,Jellyfish,True
KDR-001419,P660222,Lee Hyun-woo,Guest,Park Taeyang,1,C-JeS,False
KDR-001419,P811851,Cho Ji-hoon,Support,Jung Hyejin,6,Jellyfish,False
KDR-001419,P132366,Cho Seo-yeon,Guest,Song Taeyang,7,SOOP,False
KDR-000706,P599279,Yoon Seo-jun,Guest,Song Jiwon,4,P Nation,False
KDR-000706,P911904,Park Seo-jun,Support,Yoon Seojin,6,KeyEast,False
KDR-000706,P220298,Cho Hyun-woo,Guest,Park Hana,6,SM,False
KDR-000706,P653910,Kim Min-jae,Cameo,Jung Harin,7,JYP,False
KDR-000706,P510950,Park Seo-yeon,Guest,Park Seojin,1,SM,False
KDR-000706,P456079,Kang Min-jae,Support,Choi Minho,6,C-JeS,False
KDR-000706,P700870,Choi Seo-yeon,Support,Park Harin,4,SM,False
KDR-000706,P619024,Jang Yoon-seo,Guest,Kang Eunwoo,1,JYP,False
KDR-000584,P541978,Cho Min-jae,Cameo,Lee Hyejin,7,SM,False
KDR-000584,P379067,Yoon Hye-jin,Cameo,Lee Hyejin,5,BH Ent.,False
KDR-000584,P510913,Choi Ji-eun,Guest,Choi Jisoo,8,P Nation,False
KDR-000584,P360729,Kim Hyun-woo,Support,Kim Joon,5,KeyEast,True
KDR-000584,P963043,Im Ji-hoon,Support,Jung Seojin,5,BH Ent.,False
KDR-000584,P836148,Im Ji-hoon,Guest,Jung Minho,4,SOOP,True
KDR-000584,P119894,Cho Min-jae,Guest,Park Minho,9,C-JeS,True
KDR-000980,P979598,Choi Seo-yeon,Support,Han Eunwoo,8,Jellyfish,False
KDR-000980,P402574,Jung Seo-jun,Guest,Han Jiwon,1,KeyEast,False
KDR-000980,P952568,Im Seo-jun,Support,Lee Joon,6,SOOP,False
KDR-000980,P240162,Yoon Hye-jin,Support,Lee Hana,10,Jellyfish,True
KDR-000980,P992817,Cho Yoon-seo,Support,Park Hana,10,P Nation,False
KDR-000980,P813545,Kim Yoon-seo,Cameo,Song Jisoo,6,SM,False
KDR-000980,P453749,Lee Hye-jin,Support,Yoon Hyejin,4,BH Ent.,False
KDR-000428,P674809,Yoon Min-jae,Support,Jung Hyejin,12,JYP,False
KDR-000428,P729963,Lee Hye-jin,Guest,Song Seojin,8,KeyEast,False
KDR-000428,P710419,Cho Ji-eun,Support,Song Jiwon,13,P Nation,False
KDR-000428,P754506,Jang Hye-jin,Support,Han Minho,9,KeyEast,False
KDR-000428,P699799,Kang Seo-jun,Lead,Han Minho,11,P Nation,False
