series_id,title,release_year,status,platform,ott_availability,weekday_slot,time_slot_kr,episodes,avg_episode_length_min,total_runtime_min,genres,ip_source,director,writer,lead_actor,lead_actress,start_date,end_date,imdb_rating,mydramalist_rating,synopsis,ingestion_ts,last_updated_ts
KDR-001950,The Misty Garden,2021,Completed,Prime Video,Netflix,Mon-Tue,21:00,16,70,1120,Action;Romance;Thriller,Web Novel,Kim Hyun-woo,Kang Hye-jin,Jung Min-jae,Kim Ji-eun,2021-12-26,2022-02-27,7.4,7.5,"The Misty Garden: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000508,Seoul Season,2018,Completed,Netflix,Prime Video;Viki,Fri-Sat,22:00,16,70,1120,Fantasy;Legal,Remake (JP),Lee Seo-jun,Park Yoon-seo,Choi Ji-eun,Choi Yoon-seo,2018-07-03,2018-09-04,7.4,8.4,"Seoul Season: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000142,Jeju Garden,2021,Completed,tvN,Prime Video;TVING,Wed-Thu,21:30,10,60,600,Action;Mystery;Thriller,Webtoon,Lee Min-jae,Choi Yoon-seo,Lee Yoon-seo,Park Seo-jun,2021-08-06,2021-09-17,6.5,8.1,"Jeju Garden: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000924,The Radiant Promise,2020,Completed,tvN,Apple TV+;TVING;Viki,Mon-Tue,21:30,12,70,840,Comedy;Medical;Mystery,Webtoon,Park Ji-hoon,Jung Yoon-seo,Park Min-jae,Kang Ji-hoon,2020-03-10,2020-04-28,8.0,7.9,"The Radiant Promise: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000003,Jeju Memory,2020,Completed,MBC,TVING,Mon-Tue,22:00,12,70,840,Medical;Thriller,Webtoon,Jung Seo-jun,Kim Seo-yeon,Lee Hye-jin,Lee Ji-eun,2020-09-10,2020-10-29,7.1,8.2,"Jeju Memory: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001106,The Hidden Love,2020,Completed,SBS,Netflix;TVING;Viki,Fri-Sat,21:30,16,55,880,Mystery,Web Novel,Choi Seo-jun,Kim Ji-eun,Choi Hyun-woo,Jung Yoon-seo,2020-03-10,2020-05-12,7.8,8.6,"The Hidden Love: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001880,Gyeonggi City,2025,Ongoing,KBS2,Viki,Sat-Sun,21:30,16,60,960,Action;Medical;Romance,Webtoon,Kang Yoon-seo,Lee Hyun-woo,Jung Seo-yeon,Park Hye-jin,2025-03-27,2025-05-29,8.5,7.6,"Gyeonggi City: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001165,Daegu Garden,2020,Completed,JTBC,Netflix,Fri-Sat,22:00,16,70,1120,Legal;Medical;Romance,Based on Novel,Kang Seo-jun,Lee Min-jae,Park Hye-jin,Jung Ji-hoon,2020-06-17,2020-08-19,7.5,8.0,"Daegu Garden: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000340,The Hidden Night,2022,Completed,Prime Video,Netflix,Fri-Sat,21:00,10,70,700,Action;Medical,Webtoon,Choi Min-jae,Jung Seo-yeon,Choi Min-jae,Choi Yoon-seo,2022-12-13,2023-01-24,7.6,8.4,"The Hidden Night: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001492,Misty Garden,2015,Completed,Netflix,Disney+;Prime Video,Wed-Thu,21:00,16,70,1120,Comedy;Fantasy;Mystery,Remake (JP),Lee Ji-eun,Park Yoon-seo,Kang Hye-jin,Kang Seo-yeon,2015-12-22,2016-02-23,8.4,7.9,"Misty Garden: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001826,The Lonely Love,2016,Completed,Disney+,Disney+;Netflix;TVING,Fri-Sat,21:00,10,70,700,Mystery;Romance,Webtoon,Choi Hye-jin,Jung Hyun-woo,Jung Yoon-seo,Jung Min-jae,2016-10-05,2016-11-16,8.3,8.1,"The Lonely Love: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001548,Lonely City,2016,Completed,JTBC,Apple TV+;TVING;Viki,Sat-Sun,22:00,12,55,660,Legal;Mystery,Remake (JP),Choi Min-jae,Lee Ji-eun,Jung Hye-jin,Kim Seo-jun,2016-11-08,2016-12-27,7.1,8.5,"Lonely City: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000266,Golden Shadow,2019,Completed,KBS2,Disney+;Netflix;TVING,Fri-Sat,21:00,16,70,1120,Action;Fantasy;Thriller,Webtoon,Jung Ji-eun,Choi Ji-eun,Lee Hyun-woo,Park Yoon-seo,2019-09-05,2019-11-07,7.9,8.3,"Golden Shadow: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000377,Seoul Garden,2019,Completed,Prime Video,Netflix;TVING,Wed-Thu,21:30,12,60,720,Action;Fantasy;Medical,Based on Novel,Jung Ji-eun,Jung Yoon-seo,Kang Ji-eun,Lee Hyun-woo,2019-02-05,2019-03-26,7.4,7.8,"Seoul Garden: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001425,The Misty City,2020,Completed,Prime Video,Netflix;TVING;Viki,Sat-Sun,21:30,16,55,880,Comedy;Medical;Thriller,Remake (JP),Lee Hyun-woo,Kim Seo-jun,Lee Hye-jin,Lee Ji-eun,2020-03-18,2020-05-20,7.6,8.1,"The Misty City: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001992,Misty Love,2018,Completed,Disney+,Disney+;Netflix;TVING,Sat-Sun,22:00,10,60,600,Legal,Remake (JP),Lee Ji-eun,Park Hyun-woo,Jung Yoon-seo,Park Ji-hoon,2018-06-05,2018-07-17,7.6,7.9,"Misty Love: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000440,Incheon Echo,2025,Ongoing,Disney+,Prime Video;Viki,Wed-Thu,21:00,16,55,880,Action;Comedy;Thriller,Based on Novel,Park Hyun-woo,Park Seo-jun,Kim Seo-jun,Park Yoon-seo,2025-07-31,2025-10-02,7.8,7.9,"Incheon Echo: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000272,Love of Seoul,2018,Completed,MBC,Netflix,Mon-Tue,21:30,16,60,960,Action,Web Novel,Park Ji-hoon,Park Seo-yeon,Choi Seo-yeon,Lee Yoon-seo,2018-01-12,2018-03-16,8.2,7.6,"Love of Seoul: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000185,The Velvet City,2021,Completed,tvN,Viki,Sat-Sun,21:00,10,55,550,Action,Based on Novel,Jung Seo-jun,Park Hye-jin,Jung Ji-eun,Choi Hyun-woo,2021-08-26,2021-10-07,7.3,7.3,"The Velvet City: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001314,The Misty Season,2016,Completed,Disney+,Netflix;Prime Video;TVING,Mon-Tue,22:00,10,60,600,Romance,Based on Novel,Choi Ji-eun,Jung Seo-jun,Choi Ji-hoon,Jung Yoon-seo,2016-08-21,2016-10-02,7.5,7.6,"The Misty Season: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000245,The Radiant City,2017,Completed,JTBC,Disney+,Mon-Tue,22:00,12,60,720,Fantasy;Medical;Romance,Based on Novel,Lee Seo-yeon,Lee Hyun-woo,Kim Hyun-woo,Park Hyun-woo,2017-08-26,2017-10-14,7.4,8.3,"The Radiant City: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000549,The Golden City,2017,Completed,KBS2,Apple TV+;Prime Video,Sat-Sun,21:00,12,60,720,Romance,Remake (JP),Choi Ji-eun,Kang Ji-eun,Kang Ji-eun,Choi Ji-hoon,2017-09-18,2017-11-06,7.4,8.1,"The Golden City: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000446,The Electric City,2018,Completed,JTBC,Apple TV+;Netflix;Viki,Mon-Tue,21:00,12,55,660,Comedy;Legal;Romance,Based on Novel,Kim Min-jae,Lee Hye-jin,Choi Hye-jin,Choi Ji-hoon,2018-12-18,2019-02-05,7.4,7.9,"The Electric City: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000615,City of Busan,2022,Completed,Netflix,Apple TV+;Viki,Fri-Sat,21:30,10,70,700,Mystery;Thriller,Original,Park Seo-yeon,Park Hyun-woo,Kang Ji-hoon,Kang Yoon-seo,2022-10-14,2022-11-25,8.0,8.5,"City of Busan: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001069,Daegu Garden,2024,Completed,Netflix,Disney+;TVING,Fri-Sat,22:00,12,60,720,Action;Thriller,Remake (JP),Park Yoon-seo,Lee Ji-hoon,Kim Ji-eun,Jung Min-jae,2024-07-08,2024-08-26,7.7,8.6,"Daegu Garden: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001656,City of Daegu,2023,Completed,SBS,Netflix;Viki,Mon-Tue,21:00,10,55,550,Action;Romance,Remake (JP),Kim Ji-hoon,Lee Yoon-seo,Kang Hye-jin,Lee Seo-yeon,2023-07-03,2023-08-14,7.7,8.7,"City of Daegu: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001302,Memory of Jeju,2021,Completed,SBS,Netflix;Viki,Mon-Tue,21:30,10,55,550,Medical;Mystery,Remake (JP),Lee Ji-eun,Jung Seo-jun,Kang Hye-jin,Park Seo-yeon,2021-03-15,2021-04-26,7.4,8.4,"Memory of Jeju: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001321,Night of Gyeonggi,2021,Completed,JTBC,Netflix,Mon-Tue,21:30,10,70,700,Action;Romance;Thriller,Original,Jung Ji-hoon,Kang Hye-jin,Choi Min-jae,Choi Ji-hoon,2021-08-20,2021-10-01,7.3,8.4,"Night of Gyeonggi: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001766,The Silent Love,2023,Completed,KBS2,Netflix;Viki,Wed-Thu,22:00,10,70,700,Romance,Webtoon,Choi Min-jae,Choi Ji-hoon,Jung Hyun-woo,Park Seo-yeon,2023-07-21,2023-09-01,7.6,9.0,"The Silent Love: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000416,Hidden Memory,2015,Completed,JTBC,Apple TV+;Netflix;Prime Video,Fri-Sat,21:30,10,55,550,Legal,Webtoon,Jung Seo-yeon,Lee Hye-jin,Lee Yoon-seo,Lee Hye-jin,2015-02-12,2015-03-26,7.2,8.2,"Hidden Memory: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000274,Incheon Promise,2025,Ongoing,SBS,Prime Video;Viki,Sat-Sun,22:00,10,70,700,Legal,Webtoon,Choi Hye-jin,Jung Hyun-woo,Park Seo-jun,Lee Ji-hoon,2025-06-01,2025-07-13,7.5,8.3,"Incheon Promise: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001353,The Misty Memory,2020,Completed,tvN,Prime Video;TVING;Viki,Mon-Tue,21:30,10,70,700,Action;Medical;Romance,Web Novel,Kim Ji-hoon,Lee Yoon-seo,Choi Min-jae,Lee Seo-jun,2020-12-02,2021-01-13,7.9,7.7,"The Misty Memory: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001494,Gyeonggi Promise,2016,Completed,Netflix,Apple TV+;TVING,Mon-Tue,22:00,12,60,720,Action,Webtoon,Park Hye-jin,Choi Seo-jun,Kim Hyun-woo,Park Ji-hoon,2016-07-15,2016-09-02,8.0,8.4,"Gyeonggi Promise: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001898,Season of Gyeonggi,2022,Completed,tvN,Netflix;Prime Video,Mon-Tue,21:30,10,55,550,Medical;Thriller,Remake (JP),Choi Ji-hoon,Jung Hyun-woo,Choi Seo-jun,Choi Ji-eun,2022-03-25,2022-05-06,8.4,8.3,"Season of Gyeonggi: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000251,Golden Season,2018,Completed,KBS2,Disney+;Viki,Fri-Sat,21:00,12,60,720,Thriller,Remake (JP),Kim Seo-yeon,Lee Min-jae,Kang Yoon-seo,Kang Seo-jun,2018-04-02,2018-05-21,8.5,7.4,"Golden Season: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000414,The Velvet Garden,2018,Completed,Prime Video,Disney+;Netflix;Viki,Mon-Tue,22:00,16,70,1120,Comedy;Medical,Original,Jung Hye-jin,Park Ji-hoon,Jung Ji-eun,Park Seo-yeon,2018-01-14,2018-03-18,8.1,8.2,"The Velvet Garden: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000620,Love of Incheon,2020,Completed,JTBC,Netflix,Fri-Sat,22:00,10,60,600,Legal,Remake (JP),Kang Hye-jin,Choi Seo-yeon,Kang Ji-eun,Kang Ji-eun,2020-01-29,2020-03-11,8.5,8.6,"Love of Incheon: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001315,Golden Dream,2016,Completed,Prime Video,Apple TV+;Disney+;Prime Video,Fri-Sat,21:00,12,55,660,Legal;Medical;Mystery,Based on Novel,Lee Ji-eun,Park Ji-eun,Jung Hyun-woo,Park Yoon-seo,2016-06-20,2016-08-08,8.0,8.5,"Golden Dream: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000592,Misty Night,2020,Completed,JTBC,TVING,Wed-Thu,22:00,12,55,660,Fantasy;Legal;Mystery,Original,Kang Hye-jin,Jung Ji-eun,Kim Seo-yeon,Choi Yoon-seo,2020-07-04,2020-08-22,8.9,8.6,"Misty Night: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000311,The Hidden Promise,2020,Completed,Netflix,Netflix;TVING,Mon-Tue,22:00,10,60,600,Action;Medical,Remake (JP),Park Hye-jin,Park Ji-hoon,Lee Ji-eun,Lee Seo-jun,2020-11-16,2020-12-28,7.6,8.5,"The Hidden Promise: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000915,Jeju Promise,2018,Completed,SBS,Netflix;Prime Video;Viki,Wed-Thu,21:30,16,60,960,Comedy;Thriller,Web Novel,Jung Ji-hoon,Choi Hyun-woo,Kim Hye-jin,Choi Yoon-seo,2018-07-30,2018-10-01,7.1,8.0,"Jeju Promise: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000382,The Golden Memory,2015,Completed,KBS2,Disney+;Prime Video;Viki,Wed-Thu,22:00,16,60,960,Comedy,Remake (JP),Park Seo-yeon,Jung Yoon-seo,Jung Yoon-seo,Kim Seo-jun,2015-05-21,2015-07-23,7.8,8.3,"The Golden Memory: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000737,The Velvet Dream,2022,Completed,KBS2,Netflix,Wed-Thu,21:00,10,60,600,Action;Romance,Based on Novel,Lee Min-jae,Park Yoon-seo,Jung Seo-yeon,Jung Hyun-woo,2022-07-14,2022-08-25,6.6,8.3,"The Velvet Dream: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000426,Hidden Love,2016,Completed,tvN,Viki,Wed-Thu,22:00,12,70,840,Medical,Original,Kim Ji-eun,Kim Ji-eun,Jung Seo-jun,Choi Hye-jin,2016-03-27,2016-05-15,7.3,8.3,"Hidden Love: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001885,Electric Echo,2022,Completed,Netflix,Disney+;TVING;Viki,Fri-Sat,22:00,16,55,880,Fantasy;Romance,Based on Novel,Kim Hyun-woo,Jung Seo-jun,Kim Hye-jin,Kang Ji-eun,2022-04-14,2022-06-16,7.4,9.0,"Electric Echo: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000535,Electric Love,2025,Ongoing,MBC,TVING,Fri-Sat,21:00,10,70,700,Action,Original,Park Ji-hoon,Lee Min-jae,Kang Yoon-seo,Lee Yoon-seo,2025-08-01,2025-09-12,8.4,8.1,"Electric Love: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000756,Misty Night,2020,Completed,Prime Video,Netflix;TVING,Wed-Thu,21:30,10,70,700,Legal;Romance,Webtoon,Jung Seo-yeon,Kim Hyun-woo,Choi Seo-yeon,Park Ji-hoon,2020-01-22,2020-03-04,7.9,7.9,"Misty Night: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001988,Seoul Night,2017,Completed,Disney+,Netflix,Sat-Sun,22:00,16,55,880,Comedy;Mystery;Thriller,Original,Jung Ji-hoon,Kang Yoon-seo,Kang Ji-hoon,Kim Ji-hoon,2017-06-30,2017-09-01,7.3,7.8,"Seoul Night: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001792,The Radiant Garden,2015,Completed,tvN,TVING;Viki,Wed-Thu,21:30,16,60,960,Fantasy;Legal;Medical,Original,Choi Min-jae,Lee Ji-hoon,Lee Seo-jun,Kang Ji-eun,2015-03-09,2015-05-11,6.3,8.3,"The Radiant Garden: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000409,The Velvet Dream,2023,Completed,MBC,Netflix;TVING;Viki,Mon-Tue,22:00,12,70,840,Romance,Webtoon,Lee Yoon-seo,Kim Ji-eun,Kang Hye-jin,Kang Ji-eun,2023-05-12,2023-06-30,8.1,8.5,"The Velvet Dream: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001623,Incheon Memory,2015,Completed,JTBC,Prime Video,Fri-Sat,22:00,12,60,720,Action;Romance;Thriller,Original,Lee Ji-eun,Choi Seo-yeon,Jung Seo-jun,Kang Ji-hoon,2015-08-31,2015-10-19,7.6,8.2,"Incheon Memory: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001836,The Hidden Shadow,2016,Completed,Disney+,Apple TV+;Netflix;Viki,Mon-Tue,21:00,10,60,600,Fantasy;Medical,Web Novel,Jung Ji-eun,Choi Ji-hoon,Kim Min-jae,Kang Hyun-woo,2016-06-07,2016-07-19,7.9,7.8,"The Hidden Shadow: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000631,Busan Shadow,2022,Completed,KBS2,TVING;Viki,Wed-Thu,22:00,16,55,880,Comedy,Webtoon,Jung Hye-jin,Choi Seo-jun,Lee Min-jae,Park Seo-yeon,2022-12-17,2023-02-18,8.1,8.9,"Busan Shadow: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001441,Promise of Jeju,2020,Completed,KBS2,Apple TV+;Netflix;Prime Video,Sat-Sun,22:00,10,55,550,Action;Comedy;Mystery,Webtoon,Park Ji-hoon,Choi Hyun-woo,Park Seo-jun,Choi Seo-yeon,2020-01-21,2020-03-03,8.9,8.5,"Promise of Jeju: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000943,Night of Daegu,2024,Completed,JTBC,Prime Video,Sat-Sun,22:00,12,55,660,Medical;Thriller,Remake (JP),Jung Ji-eun,Kim Yoon-seo,Kang Ji-hoon,Park Ji-hoon,2024-07-24,2024-09-11,8.4,8.5,"Night of Daegu: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000969,Jeju Shadow,2020,Completed,Prime Video,Netflix;TVING,Sat-Sun,22:00,12,55,660,Comedy;Mystery;Romance,Web Novel,Jung Hye-jin,Kang Seo-yeon,Lee Ji-eun,Choi Yoon-seo,2020-01-29,2020-03-18,8.0,8.4,"Jeju Shadow: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001938,Incheon City,2024,Completed,KBS2,Disney+;Netflix;TVING,Fri-Sat,21:30,16,70,1120,Action;Romance,Web Novel,Kim Seo-yeon,Kang Hye-jin,Park Hye-jin,Kang Hyun-woo,2024-07-19,2024-09-20,7.7,8.9,"Incheon City: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001471,Echo of Jeju,2024,Completed,Netflix,Apple TV+;Disney+,Sat-Sun,22:00,12,60,720,Comedy;Medical;Romance,Webtoon,Kim Yoon-seo,Choi Ji-eun,Kim Seo-yeon,Lee Hye-jin,2024-12-10,2025-01-28,8.0,8.7,"Echo of Jeju: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000932,Misty Promise,2020,Completed,SBS,Apple TV+;Disney+;Netflix,Fri-Sat,22:00,12,70,840,Action,Based on Novel,Kim Seo-jun,Choi Hye-jin,Jung Seo-yeon,Park Min-jae,2020-09-22,2020-11-10,7.9,8.5,"Misty Promise: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000183,Hidden Memory,2024,Completed,Disney+,TVING,Fri-Sat,22:00,12,70,840,Fantasy;Legal;Thriller,Based on Novel,Kim Ji-hoon,Kang Min-jae,Kang Hye-jin,Choi Ji-hoon,2024-03-24,2024-05-12,7.2,7.9,"Hidden Memory: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000171,City of Jeju,2021,Completed,SBS,Disney+,Sat-Sun,21:30,12,60,720,Action;Comedy;Legal,Based on Novel,Choi Ji-hoon,Kim Min-jae,Kim Hyun-woo,Choi Yoon-seo,2021-09-17,2021-11-05,8.7,7.8,"City of Jeju: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001755,Garden of Seoul,2020,Completed,Netflix,Apple TV+;Netflix;TVING,Mon-Tue,21:30,10,60,600,Thriller,Web Novel,Kang Ji-eun,Kang Hyun-woo,Lee Seo-yeon,Lee Ji-eun,2020-10-11,2020-11-22,7.9,8.8,"Garden of Seoul: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001970,The Golden Promise,2020,Completed,Disney+,Disney+;TVING,Sat-Sun,21:30,10,55,550,Comedy;Medical,Remake (JP),Kang Hye-jin,Lee Seo-yeon,Park Hyun-woo,Choi Yoon-seo,2020-10-21,2020-12-02,7.4,8.8,"The Golden Promise: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001906,Busan Night,2025,Ongoing,MBC,Disney+;Netflix;Prime Video,Sat-Sun,21:30,12,70,840,Comedy;Medical;Thriller,Remake (JP),Choi Ji-eun,Choi Seo-jun,Kang Yoon-seo,Kim Seo-jun,2025-12-19,2026-02-06,8.3,8.7,"Busan Night: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001661,The Radiant Love,2015,Completed,JTBC,Disney+;Viki,Sat-Sun,21:00,12,60,720,Action;Thriller,Based on Novel,Kim Hye-jin,Kim Seo-yeon,Lee Seo-yeon,Choi Seo-yeon,2015-05-26,2015-07-14,7.6,7.8,"The Radiant Love: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000856,Night of Gyeonggi,2022,Completed,tvN,Disney+;Netflix,Mon-Tue,21:00,16,55,880,Thriller,Web Novel,Lee Seo-yeon,Lee Ji-hoon,Kim Ji-hoon,Choi Hyun-woo,2022-12-28,2023-03-01,7.8,7.9,"Night of Gyeonggi: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000273,Electric Love,2021,Completed,Prime Video,Prime Video;Viki,Wed-Thu,22:00,10,70,700,Action;Mystery,Remake (JP),Jung Seo-jun,Kim Hye-jin,Choi Ji-hoon,Kim Yoon-seo,2021-04-21,2021-06-02,6.5,8.3,"Electric Love: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001558,Echo of Gyeonggi,2018,Completed,Disney+,TVING;Viki,Sat-Sun,21:30,12,70,840,Action;Legal;Thriller,Based on Novel,Jung Ji-eun,Jung Hyun-woo,Kang Hyun-woo,Kim Ji-hoon,2018-11-03,2018-12-22,7.0,8.3,"Echo of Gyeonggi: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000695,Love of Daegu,2023,Completed,SBS,Disney+;Prime Video;Viki,Mon-Tue,21:30,16,70,1120,Fantasy;Mystery,Original,Kim Hye-jin,Jung Min-jae,Lee Seo-yeon,Kim Hye-jin,2023-11-05,2024-01-07,8.0,8.3,"Love of Daegu: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001226,Misty Season,2019,Completed,Netflix,Disney+;Netflix;Viki,Fri-Sat,21:00,16,70,1120,Romance,Based on Novel,Choi Ji-hoon,Lee Ji-hoon,Choi Ji-eun,Park Seo-yeon,2019-06-18,2019-08-20,8.1,8.1,"Misty Season: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000372,Gyeonggi Promise,2015,Completed,SBS,TVING,Wed-Thu,22:00,12,60,720,Action;Comedy;Medical,Remake (JP),Choi Ji-hoon,Kang Hye-jin,Choi Ji-hoon,Park Seo-jun,2015-02-28,2015-04-18,8.1,7.8,"Gyeonggi Promise: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-001023,Garden of Jeju,2015,Completed,MBC,Apple TV+;Disney+;Viki,Sat-Sun,22:00,12,60,720,Action;Medical;Thriller,Web Novel,Choi Seo-yeon,Kim Hye-jin,Kang Seo-jun,Kang Hyun-woo,2015-11-19,2016-01-07,6.6,8.3,"Garden of Jeju: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
KDR-000922,Shadow of Gyeonggi,2016,Completed,Prime Video,Disney+,Mon-Tue,21:00,16,60,960,Fantasy;Mystery,Based on Novel,Kim Ji-eun,Lee Min-jae,Lee Yoon-seo,Kang Seo-jun,2016-10-15,2016-12-17,8.0,8.3,"Shadow of Gyeonggi: secrets, lies, and late-night ramen.",2025-09-04T14:46:28Z,2025-09-04T14:46:28Z
